"invoiceID","branch","city","cust_type","gender","type","unit_price","quantity","date","time","payment","cost","gross income","rating"
"613-59-9758","C","Alexandria","Normal","Female","Sports and travel","14.36","10","1/27/2019","14:28","Cash","143.60","7.1800","5.4"
"616-24-2851","B","Ismailia","Member","Female","Fashion accessories","17.87","4","3/22/2019","14:42","eWallet","71.48","3.5740","6.5"
"616-87-0016","B","Ismailia","Normal","Male","Fashion accessories","95.54","7","3/9/2019","14:36","Credit card","668.78","33.4390","9.6"
"617-15-4209","C","Alexandria","Member","Male","Health and beauty","15.37","2","3/16/2019","19:47","Cash","30.74","1.5370","7.2"
"618-34-8551","A","Cairo","Normal","Female","Sports and travel","93.18","2","1/16/2019","18:41","Credit card","186.36","9.3180","8.5"
"620-02-2046","C","Alexandria","Normal","Male","Home and lifestyle","69.40","2","1/27/2019","19:48","eWallet","138.80","6.9400","9.0"
"622-20-1945","C","Alexandria","Normal","Female","Health and beauty","39.42","1","1/18/2019","15:08","Cash","39.42","1.9710","8.4"
"624-01-8356","B","Ismailia","Normal","Female","Home and lifestyle","49.01","10","1/27/2019","10:44","Credit card","490.10","24.5050","4.2"
"626-43-7888","C","Alexandria","Normal","Female","Fashion accessories","60.41","8","2/7/2019","12:23","eWallet","483.28","24.1640","9.6"
"627-95-3243","B","Ismailia","Member","Female","Home and lifestyle","77.68","9","2/4/2019","13:21","eWallet","699.12","34.9560","9.8"
"628-34-3388","C","Alexandria","Normal","Male","Fashion accessories","27.38","6","1/5/2019","20:54","Credit card","164.28","8.2140","7.9"
"628-90-8624","B","Ismailia","Member","Male","Health and beauty","82.58","10","3/14/2019","14:41","Cash","825.80","41.2900","5.0"
"629-42-4133","C","Alexandria","Normal","Male","Health and beauty","21.80","8","2/19/2019","19:24","Cash","174.40","8.7200","8.3"
"630-74-5166","A","Cairo","Normal","Male","Sports and travel","62.13","6","3/22/2019","20:19","Cash","372.78","18.6390","7.4"
"631-34-1880","C","Alexandria","Member","Male","Food and beverages","24.31","3","1/8/2019","19:09","Credit card","72.93","3.6465","4.3"
"631-41-3108","A","Cairo","Normal","Male","Home and lifestyle","46.33","7","3/3/2019","13:23","Credit card","324.31","16.2155","7.4"
"632-32-4574","B","Ismailia","Normal","Male","Sports and travel","75.92","8","3/20/2019","14:14","Cash","607.36","30.3680","5.5"
"632-90-0281","C","Alexandria","Normal","Female","Fashion accessories","37.55","10","3/8/2019","20:01","Credit card","375.50","18.7750","9.3"
"633-09-3463","C","Alexandria","Normal","Female","Electronic accessories","47.65","3","3/28/2019","12:58","Credit card","142.95","7.1475","9.5"
"633-44-8566","A","Cairo","Member","Male","Food and beverages","49.38","7","3/27/2019","20:35","Credit card","345.66","17.2830","7.3"
"633-91-1052","A","Cairo","Normal","Female","Home and lifestyle","12.03","2","1/27/2019","15:51","Cash","24.06","1.2030","5.1"
"634-97-8956","A","Cairo","Normal","Male","Food and beverages","32.90","3","2/17/2019","17:27","Credit card","98.70","4.9350","9.1"
"635-28-5728","A","Cairo","Normal","Male","Health and beauty","56.00","3","2/28/2019","19:33","eWallet","168.00","8.4000","4.8"
"635-40-6220","A","Cairo","Normal","Male","Health and beauty","89.60","8","2/7/2019","11:28","eWallet","716.80","35.8400","6.6"
"636-17-0325","B","Ismailia","Normal","Male","Health and beauty","62.57","4","2/25/2019","18:37","Cash","250.28","12.5140","9.5"
"636-48-8204","A","Cairo","Normal","Male","Electronic accessories","34.56","5","2/17/2019","11:15","eWallet","172.80","8.6400","9.9"
"636-98-3364","B","Ismailia","Member","Female","Electronic accessories","26.26","3","3/2/2019","12:36","eWallet","78.78","3.9390","6.3"
"638-60-7125","A","Cairo","Normal","Female","Electronic accessories","99.56","8","2/14/2019","17:03","Credit card","796.48","39.8240","5.2"
"639-76-1242","C","Alexandria","Normal","Male","Food and beverages","40.52","5","2/3/2019","15:19","Cash","202.60","10.1300","4.5"
"640-48-5028","B","Ismailia","Member","Female","Home and lifestyle","88.39","9","3/2/2019","12:40","Cash","795.51","39.7755","6.3"
"640-49-2076","B","Ismailia","Normal","Male","Sports and travel","83.78","8","1/10/2019","14:49","Cash","670.24","33.5120","5.1"
"641-43-2399","B","Ismailia","Normal","Male","Home and lifestyle","25.55","4","1/26/2019","20:23","eWallet","102.20","5.1100","5.7"
"641-51-2661","C","Alexandria","Member","Female","Food and beverages","87.10","10","2/12/2019","14:45","Credit card","871.00","43.5500","9.9"
"641-62-7288","B","Ismailia","Normal","Male","Home and lifestyle","99.92","6","3/24/2019","13:33","eWallet","599.52","29.9760","7.1"
"641-96-3695","C","Alexandria","Member","Female","Fashion accessories","43.46","6","2/7/2019","17:55","eWallet","260.76","13.0380","8.5"
"642-30-6693","B","Ismailia","Normal","Female","Sports and travel","54.51","6","3/17/2019","13:54","eWallet","327.06","16.3530","7.8"
"642-32-2990","A","Cairo","Normal","Female","Food and beverages","10.96","10","2/2/2019","20:48","eWallet","109.60","5.4800","6.0"
"642-61-4706","B","Ismailia","Member","Male","Food and beverages","93.40","2","3/30/2019","16:34","Cash","186.80","9.3400","5.5"
"643-38-7867","A","Cairo","Normal","Male","Home and lifestyle","97.94","1","3/7/2019","11:44","eWallet","97.94","4.8970","6.9"
"645-44-1170","A","Cairo","Member","Male","Home and lifestyle","58.07","9","1/19/2019","20:07","eWallet","522.63","26.1315","4.3"
"645-78-8093","A","Cairo","Normal","Female","Sports and travel","93.14","2","1/20/2019","18:09","eWallet","186.28","9.3140","4.1"
"647-50-1224","A","Cairo","Normal","Female","Fashion accessories","29.42","10","1/12/2019","16:23","eWallet","294.20","14.7100","8.9"
"648-83-1321","A","Cairo","Member","Male","Home and lifestyle","63.56","10","1/16/2019","17:59","Cash","635.60","31.7800","4.3"
"648-94-3045","C","Alexandria","Normal","Male","Health and beauty","58.95","10","2/7/2019","14:27","eWallet","589.50","29.4750","8.1"
"649-11-3678","C","Alexandria","Normal","Female","Food and beverages","22.93","9","2/26/2019","20:26","Cash","206.37","10.3185","5.5"
"649-29-6775","B","Ismailia","Normal","Male","Fashion accessories","33.52","1","2/8/2019","15:31","Cash","33.52","1.6760","6.7"
"650-98-6268","B","Ismailia","Member","Female","Food and beverages","20.87","3","3/20/2019","13:53","Credit card","62.61","3.1305","8.0"
"651-61-0874","C","Alexandria","Normal","Male","Home and lifestyle","46.22","4","3/12/2019","20:04","Credit card","184.88","9.2440","6.2"
"651-88-7328","A","Cairo","Normal","Female","Fashion accessories","65.74","9","1/1/2019","13:55","Cash","591.66","29.5830","7.7"
"651-96-5970","A","Cairo","Normal","Male","Fashion accessories","46.41","1","3/3/2019","20:06","Credit card","46.41","2.3205","4.0"
"652-43-6591","A","Cairo","Normal","Female","Fashion accessories","97.29","8","3/9/2019","13:18","Credit card","778.32","38.9160","6.2"
"652-49-6720","C","Alexandria","Member","Female","Electronic accessories","60.95","1","2/18/2019","11:40","eWallet","60.95","3.0475","5.9"
"655-07-2265","A","Cairo","Normal","Male","Electronic accessories","78.31","3","3/5/2019","16:38","eWallet","234.93","11.7465","5.4"
"655-85-5130","B","Ismailia","Member","Female","Fashion accessories","38.30","4","3/13/2019","19:22","Cash","153.20","7.6600","5.7"
"656-16-1063","B","Ismailia","Normal","Male","Sports and travel","46.42","3","1/4/2019","13:24","Credit card","139.26","6.9630","4.4"
"656-95-9349","A","Cairo","Member","Female","Health and beauty","68.93","7","3/11/2019","11:03","Credit card","482.51","24.1255","4.6"
"658-66-3967","C","Alexandria","Normal","Male","Health and beauty","53.19","7","1/14/2019","15:42","eWallet","372.33","18.6165","5.0"
"659-36-1684","C","Alexandria","Member","Male","Sports and travel","57.12","7","1/12/2019","12:02","Credit card","399.84","19.9920","6.5"
"659-65-8956","B","Ismailia","Member","Male","Fashion accessories","51.36","1","1/16/2019","15:26","eWallet","51.36","2.5680","5.2"
"660-29-7083","C","Alexandria","Normal","Male","Electronic accessories","55.87","10","1/15/2019","15:01","Cash","558.70","27.9350","5.8"
"662-47-5456","C","Alexandria","Member","Male","Fashion accessories","35.19","10","3/17/2019","19:06","Credit card","351.90","17.5950","8.4"
"662-72-2873","A","Cairo","Normal","Female","Food and beverages","40.94","5","1/6/2019","13:58","eWallet","204.70","10.2350","9.9"
"663-86-9076","C","Alexandria","Member","Female","Food and beverages","68.54","8","1/8/2019","15:57","eWallet","548.32","27.4160","8.5"
"664-14-2882","C","Alexandria","Member","Female","Home and lifestyle","10.53","5","1/30/2019","14:43","Credit card","52.65","2.6325","5.8"
"665-32-9167","A","Cairo","Member","Female","Health and beauty","36.26","2","1/10/2019","17:15","Credit card","72.52","3.6260","7.2"
"665-63-9737","B","Ismailia","Normal","Male","Fashion accessories","52.42","3","2/27/2019","17:36","eWallet","157.26","7.8630","7.5"
"667-23-5919","A","Cairo","Member","Female","Fashion accessories","96.70","5","1/14/2019","12:52","eWallet","483.50","24.1750","7.0"
"667-92-0055","A","Cairo","Member","Male","Health and beauty","99.83","6","3/4/2019","15:02","eWallet","598.98","29.9490","8.5"
"668-90-8900","A","Cairo","Normal","Female","Home and lifestyle","93.69","7","3/10/2019","18:44","Credit card","655.83","32.7915","4.5"
"669-54-1719","B","Ismailia","Member","Male","Electronic accessories","18.93","6","2/10/2019","12:45","Credit card","113.58","5.6790","8.1"
"670-71-7306","B","Ismailia","Normal","Male","Sports and travel","44.63","6","1/2/2019","20:08","Credit card","267.78","13.3890","5.1"
"670-79-6321","B","Ismailia","Member","Female","Home and lifestyle","94.59","7","1/17/2019","15:27","Credit card","662.13","33.1065","4.9"
"672-51-8681","C","Alexandria","Member","Female","Electronic accessories","66.65","9","1/4/2019","18:19","Credit card","599.85","29.9925","9.7"
"674-15-9296","A","Cairo","Normal","Male","Sports and travel","37.14","5","1/8/2019","13:05","eWallet","185.70","9.2850","5.0"
"674-56-6360","A","Cairo","Normal","Male","Electronic accessories","95.15","1","3/22/2019","14:00","Cash","95.15","4.7575","6.0"
"676-10-2200","B","Ismailia","Member","Male","Fashion accessories","53.78","1","2/3/2019","20:13","eWallet","53.78","2.6890","4.7"
"676-39-6028","A","Cairo","Member","Female","Electronic accessories","64.44","5","3/30/2019","17:04","Cash","322.20","16.1100","6.6"
"677-11-0152","C","Alexandria","Normal","Female","Food and beverages","93.26","9","1/16/2019","18:08","Cash","839.34","41.9670","8.8"
"678-79-0726","C","Alexandria","Member","Female","Sports and travel","90.63","9","1/18/2019","15:28","Cash","815.67","40.7835","5.1"
"679-22-6530","B","Ismailia","Normal","Female","Sports and travel","40.62","2","1/17/2019","10:01","Credit card","81.24","4.0620","4.1"
"685-64-1609","A","Cairo","Member","Female","Fashion accessories","30.14","10","2/10/2019","12:28","eWallet","301.40","15.0700","9.2"
"686-41-0932","B","Ismailia","Normal","Female","Fashion accessories","34.70","2","3/13/2019","19:48","eWallet","69.40","3.4700","8.2"
"687-15-1097","C","Alexandria","Member","Female","Health and beauty","21.12","2","1/3/2019","19:17","Cash","42.24","2.1120","9.7"
"687-47-8271","A","Cairo","Normal","Male","Fashion accessories","98.98","10","2/8/2019","16:20","Credit card","989.80","49.4900","8.7"
"689-05-1884","A","Cairo","Member","Male","Health and beauty","48.63","10","3/4/2019","12:44","Cash","486.30","24.3150","8.8"
"689-16-9784","C","Alexandria","Normal","Male","Food and beverages","46.77","6","3/11/2019","13:37","Cash","280.62","14.0310","6.0"
"690-01-6631","B","Ismailia","Normal","Male","Fashion accessories","17.49","10","2/22/2019","18:35","eWallet","174.90","8.7450","6.6"
"692-27-8933","B","Ismailia","Normal","Female","Sports and travel","57.95","6","2/24/2019","13:02","Cash","347.70","17.3850","5.2"
"692-92-5582","B","Ismailia","Member","Female","Food and beverages","54.84","3","2/20/2019","13:27","Credit card","164.52","8.2260","5.9"
"695-09-5146","B","Ismailia","Member","Female","Food and beverages","98.79","3","2/23/2019","20:00","eWallet","296.37","14.8185","6.4"
"695-28-6250","A","Cairo","Normal","Female","Sports and travel","43.06","5","2/4/2019","16:38","eWallet","215.30","10.7650","7.7"
"695-51-0018","B","Ismailia","Normal","Female","Sports and travel","34.84","4","2/10/2019","18:36","Cash","139.36","6.9680","7.4"
"696-90-2548","A","Cairo","Normal","Male","Sports and travel","25.84","3","3/10/2019","18:55","eWallet","77.52","3.8760","6.6"
"698-98-5964","A","Cairo","Normal","Female","Food and beverages","81.21","10","1/17/2019","13:01","Credit card","812.10","40.6050","6.3"
"699-01-4164","C","Alexandria","Normal","Male","Health and beauty","41.50","4","3/12/2019","19:58","Credit card","166.00","8.3000","8.2"
"699-14-3026","C","Alexandria","Normal","Male","Electronic accessories","85.39","7","3/25/2019","18:30","eWallet","597.73","29.8865","4.1"
"699-88-1972","B","Ismailia","Normal","Male","Health and beauty","99.16","8","1/28/2019","17:47","Credit card","793.28","39.6640","4.2"
"700-81-1757","A","Cairo","Normal","Female","Electronic accessories","26.31","5","1/18/2019","20:59","Credit card","131.55","6.5775","8.8"
"701-23-5550","B","Ismailia","Member","Male","Home and lifestyle","38.81","4","3/19/2019","13:40","eWallet","155.24","7.7620","4.9"
"701-69-8742","B","Ismailia","Normal","Male","Sports and travel","34.37","10","3/16/2019","10:11","eWallet","343.70","17.1850","6.7"
"702-72-0487","A","Cairo","Normal","Female","Electronic accessories","46.61","2","2/26/2019","12:28","Credit card","93.22","4.6610","6.6"
"702-83-5291","C","Alexandria","Member","Male","Fashion accessories","99.82","9","3/27/2019","10:43","Cash","898.38","44.9190","6.6"
"704-10-4056","C","Alexandria","Member","Male","Health and beauty","60.47","3","1/14/2019","10:55","Credit card","181.41","9.0705","5.6"
"704-11-6354","A","Cairo","Member","Male","Home and lifestyle","58.90","8","1/6/2019","11:23","Cash","471.20","23.5600","8.9"
"704-20-4138","C","Alexandria","Member","Female","Health and beauty","29.67","7","3/11/2019","18:58","Credit card","207.69","10.3845","8.1"
"704-48-3927","A","Cairo","Member","Male","Electronic accessories","88.67","10","1/12/2019","14:50","eWallet","886.70","44.3350","7.3"
"706-36-6154","A","Cairo","Member","Male","Home and lifestyle","19.36","9","1/18/2019","18:43","eWallet","174.24","8.7120","8.7"
"707-32-7409","B","Ismailia","Member","Female","Sports and travel","95.54","4","2/26/2019","11:58","eWallet","382.16","19.1080","4.5"
"709-58-4068","B","Ismailia","Normal","Female","Fashion accessories","41.09","10","2/28/2019","14:42","Cash","410.90","20.5450","7.3"
"710-46-4433","B","Ismailia","Member","Female","Food and beverages","77.40","9","2/15/2019","14:15","Credit card","696.60","34.8300","4.5"
"711-31-1234","B","Ismailia","Normal","Female","Electronic accessories","95.64","4","3/16/2019","18:51","Cash","382.56","19.1280","7.9"
"712-39-0363","A","Cairo","Member","Male","Food and beverages","41.66","6","1/2/2019","15:24","eWallet","249.96","12.4980","5.6"
"714-02-3114","C","Alexandria","Normal","Female","Sports and travel","98.80","2","2/21/2019","11:39","Cash","197.60","9.8800","7.7"
"715-20-1673","B","Ismailia","Normal","Male","Electronic accessories","28.38","5","3/6/2019","20:57","Cash","141.90","7.0950","9.4"
"716-39-1409","B","Ismailia","Normal","Male","Health and beauty","30.35","7","3/19/2019","18:19","Cash","212.45","10.6225","8.0"
"717-96-4189","C","Alexandria","Normal","Female","Electronic accessories","35.49","6","2/2/2019","12:40","Cash","212.94","10.6470","4.1"
"718-57-9773","C","Alexandria","Normal","Female","Sports and travel","49.33","10","2/3/2019","16:40","Credit card","493.30","24.6650","9.4"
"719-76-3868","C","Alexandria","Member","Male","Food and beverages","94.26","4","3/12/2019","16:30","Cash","377.04","18.8520","8.6"
"719-89-8991","A","Cairo","Member","Female","Sports and travel","91.41","5","2/25/2019","16:03","eWallet","457.05","22.8525","7.1"
"720-72-2436","A","Cairo","Normal","Male","Food and beverages","66.52","4","3/2/2019","18:14","eWallet","266.08","13.3040","6.9"
"721-86-6247","A","Cairo","Normal","Female","Home and lifestyle","63.42","8","3/11/2019","12:55","eWallet","507.36","25.3680","7.4"
"722-13-2115","C","Alexandria","Member","Male","Sports and travel","42.85","1","3/14/2019","15:36","Credit card","42.85","2.1425","9.3"
"725-32-9708","B","Ismailia","Member","Female","Fashion accessories","68.71","4","1/4/2019","19:01","Cash","274.84","13.7420","4.1"
"725-54-0677","C","Alexandria","Member","Male","Health and beauty","85.60","7","3/2/2019","13:50","Cash","599.20","29.9600","5.3"
"725-56-0833","A","Cairo","Normal","Female","Health and beauty","32.32","10","2/20/2019","16:49","Credit card","323.20","16.1600","10.0"
"725-67-2480","B","Ismailia","Member","Female","Fashion accessories","58.75","6","3/24/2019","18:14","Credit card","352.50","17.6250","5.9"
"725-96-3778","C","Alexandria","Member","Female","Home and lifestyle","89.25","8","1/20/2019","10:13","Cash","714.00","35.7000","4.7"
"726-27-2396","A","Cairo","Normal","Female","Health and beauty","77.50","5","1/24/2019","20:36","eWallet","387.50","19.3750","4.3"
"726-29-6793","A","Cairo","Member","Male","Electronic accessories","24.18","8","1/28/2019","20:54","eWallet","193.44","9.6720","9.8"
"727-02-1313","A","Cairo","Member","Male","Food and beverages","31.84","1","2/9/2019","13:22","Cash","31.84","1.5920","7.7"
"727-17-0390","A","Cairo","Normal","Female","Food and beverages","63.61","5","3/16/2019","12:43","eWallet","318.05","15.9025","4.8"
"727-46-3608","B","Ismailia","Member","Female","Food and beverages","20.01","9","2/6/2019","15:47","eWallet","180.09","9.0045","4.1"
"727-75-6477","C","Alexandria","Normal","Male","Electronic accessories","28.84","4","3/29/2019","14:44","Cash","115.36","5.7680","6.4"
"728-47-9078","C","Alexandria","Member","Male","Food and beverages","59.59","4","1/19/2019","12:46","Cash","238.36","11.9180","9.8"
"728-88-7867","C","Alexandria","Member","Female","Home and lifestyle","75.53","4","3/19/2019","15:52","eWallet","302.12","15.1060","8.3"
"729-06-2010","B","Ismailia","Member","Male","Health and beauty","80.47","9","1/6/2019","11:18","Cash","724.23","36.2115","9.2"
"729-09-9681","A","Cairo","Member","Male","Home and lifestyle","25.91","6","2/5/2019","10:16","eWallet","155.46","7.7730","8.7"
"729-46-7422","C","Alexandria","Normal","Male","Food and beverages","35.89","1","2/23/2019","16:52","Credit card","35.89","1.7945","7.9"
"730-50-9884","C","Alexandria","Normal","Female","Sports and travel","83.06","7","3/5/2019","14:31","eWallet","581.42","29.0710","4.0"
"730-61-8757","B","Ismailia","Member","Male","Health and beauty","51.13","4","1/25/2019","10:11","Credit card","204.52","10.2260","4.0"
"730-70-9830","C","Alexandria","Normal","Female","Home and lifestyle","70.11","6","3/14/2019","17:54","eWallet","420.66","21.0330","5.2"
"731-14-2199","A","Cairo","Member","Female","Home and lifestyle","35.54","10","1/4/2019","13:34","eWallet","355.40","17.7700","7.0"
"731-59-7531","B","Ismailia","Member","Male","Health and beauty","72.57","8","3/30/2019","17:58","Cash","580.56","29.0280","4.6"
"731-81-9469","C","Alexandria","Member","Female","Sports and travel","89.80","10","1/23/2019","13:00","Credit card","898.00","44.9000","5.4"
"732-04-5373","B","Ismailia","Member","Male","Home and lifestyle","46.47","4","2/8/2019","10:53","Cash","185.88","9.2940","7.0"
"732-67-5346","A","Cairo","Normal","Male","Food and beverages","13.79","5","1/11/2019","19:07","Credit card","68.95","3.4475","7.8"
"732-94-0499","C","Alexandria","Normal","Female","Electronic accessories","41.65","10","1/13/2019","17:04","Credit card","416.50","20.8250","5.4"
"733-01-9107","B","Ismailia","Normal","Male","Home and lifestyle","82.70","6","3/5/2019","18:14","Cash","496.20","24.8100","7.4"
"733-29-1227","C","Alexandria","Normal","Male","Home and lifestyle","55.61","7","3/23/2019","12:41","Cash","389.27","19.4635","8.5"
"733-33-4967","C","Alexandria","Normal","Male","Electronic accessories","20.85","8","3/3/2019","19:17","Cash","166.80","8.3400","6.3"
"734-91-1155","B","Ismailia","Normal","Female","Electronic accessories","45.71","3","3/26/2019","10:34","Credit card","137.13","6.8565","7.7"
"735-06-4124","C","Alexandria","Normal","Male","Food and beverages","48.61","1","2/25/2019","15:31","Cash","48.61","2.4305","4.4"
"735-32-9839","C","Alexandria","Member","Male","Fashion accessories","98.70","8","1/31/2019","10:36","eWallet","789.60","39.4800","8.5"
"737-88-5876","A","Cairo","Member","Male","Home and lifestyle","23.29","4","3/19/2019","11:52","Credit card","93.16","4.6580","5.9"
"740-11-5257","C","Alexandria","Normal","Male","Electronic accessories","24.74","10","2/24/2019","16:44","Cash","247.40","12.3700","7.1"
"740-22-2500","C","Alexandria","Normal","Female","Electronic accessories","84.05","3","1/23/2019","13:29","Cash","252.15","12.6075","9.8"
"741-73-3559","B","Ismailia","Normal","Male","Sports and travel","67.27","5","2/27/2019","17:27","Cash","336.35","16.8175","6.9"
"742-04-5161","A","Cairo","Member","Male","Home and lifestyle","72.78","10","2/3/2019","17:24","Cash","727.80","36.3900","7.3"
"743-04-1105","B","Ismailia","Member","Male","Health and beauty","97.22","9","3/30/2019","14:43","eWallet","874.98","43.7490","6.0"
"743-88-1662","C","Alexandria","Normal","Male","Sports and travel","95.49","7","2/22/2019","18:17","eWallet","668.43","33.4215","8.7"
"744-02-5987","A","Cairo","Member","Male","Home and lifestyle","78.38","6","1/10/2019","14:16","eWallet","470.28","23.5140","5.8"
"744-09-5786","B","Ismailia","Normal","Male","Electronic accessories","22.01","6","1/2/2019","18:50","Cash","132.06","6.6030","7.6"
"744-16-7898","B","Ismailia","Normal","Female","Home and lifestyle","97.37","10","1/15/2019","13:48","Credit card","973.70","48.6850","4.9"
"744-82-9138","C","Alexandria","Normal","Male","Fashion accessories","86.13","2","2/7/2019","17:59","Cash","172.26","8.6130","8.2"
"745-71-3520","A","Cairo","Member","Female","Electronic accessories","25.22","7","2/4/2019","10:23","Cash","176.54","8.8270","8.2"
"745-74-0715","A","Cairo","Normal","Male","Electronic accessories","58.03","2","3/10/2019","20:46","eWallet","116.06","5.8030","8.8"
"746-04-1077","B","Ismailia","Member","Female","Food and beverages","84.63","10","1/1/2019","11:36","Credit card","846.30","42.3150","9.0"
"746-19-0921","C","Alexandria","Normal","Male","Food and beverages","21.58","1","2/9/2019","10:02","eWallet","21.58","1.0790","7.2"
"746-54-5508","A","Cairo","Normal","Male","Home and lifestyle","21.52","6","1/17/2019","12:48","Credit card","129.12","6.4560","9.4"
"746-68-6593","C","Alexandria","Member","Female","Sports and travel","87.16","2","1/11/2019","14:29","Credit card","174.32","8.7160","9.7"
"746-94-0204","A","Cairo","Normal","Male","Fashion accessories","83.24","9","1/29/2019","11:56","Credit card","749.16","37.4580","7.4"
"747-58-7183","B","Ismailia","Normal","Male","Fashion accessories","57.27","3","2/9/2019","20:31","eWallet","171.81","8.5905","6.5"
"748-45-2862","A","Cairo","Member","Female","Home and lifestyle","28.31","4","3/7/2019","18:35","Cash","113.24","5.6620","8.2"
"749-24-1565","A","Cairo","Normal","Female","Health and beauty","23.03","9","1/3/2019","12:02","eWallet","207.27","10.3635","7.9"
"749-81-8133","A","Cairo","Normal","Female","Fashion accessories","94.67","4","3/11/2019","12:04","Cash","378.68","18.9340","6.8"
"750-57-9686","C","Alexandria","Normal","Female","Home and lifestyle","45.38","4","1/8/2019","13:48","Credit card","181.52","9.0760","8.7"
"750-67-8428","A","Cairo","Member","Female","Health and beauty","74.69","7","1/5/2019","13:08","eWallet","522.83","26.1415","9.1"
"751-15-6198","B","Ismailia","Normal","Male","Sports and travel","23.01","6","1/12/2019","16:45","eWallet","138.06","6.9030","7.9"
"751-41-9720","C","Alexandria","Normal","Male","Home and lifestyle","97.50","10","1/12/2019","16:18","eWallet","975.00","48.7500","8.0"
"751-69-0068","C","Alexandria","Normal","Male","Sports and travel","99.24","9","3/19/2019","19:09","eWallet","893.16","44.6580","9.0"
"752-23-3760","B","Ismailia","Member","Female","Sports and travel","64.08","7","2/19/2019","19:29","Credit card","448.56","22.4280","7.3"
"755-12-3214","C","Alexandria","Member","Female","Fashion accessories","44.22","5","3/5/2019","17:07","Credit card","221.10","11.0550","8.6"
"756-01-7507","C","Alexandria","Normal","Female","Health and beauty","20.38","5","1/22/2019","18:56","Cash","101.90","5.0950","6.0"
"756-49-0168","A","Cairo","Member","Male","Fashion accessories","19.70","1","2/8/2019","11:39","eWallet","19.70","0.9850","9.5"
"756-93-1854","C","Alexandria","Member","Female","Fashion accessories","83.35","2","2/2/2019","14:05","Credit card","166.70","8.3350","9.5"
"759-29-9521","A","Cairo","Member","Female","Fashion accessories","48.96","9","3/4/2019","11:27","Cash","440.64","22.0320","8.0"
"759-98-4285","C","Alexandria","Member","Female","Health and beauty","85.87","7","2/27/2019","19:01","Credit card","601.09","30.0545","8.0"
"760-27-5490","C","Alexandria","Normal","Male","Fashion accessories","15.62","8","1/20/2019","20:37","eWallet","124.96","6.2480","9.1"
"760-53-9233","A","Cairo","Member","Male","Fashion accessories","41.28","3","3/26/2019","18:37","Credit card","123.84","6.1920","8.5"
"760-54-1821","B","Ismailia","Normal","Male","Home and lifestyle","13.59","9","3/15/2019","10:26","Cash","122.31","6.1155","5.8"
"760-90-2357","A","Cairo","Member","Male","Electronic accessories","74.51","6","3/20/2019","15:08","eWallet","447.06","22.3530","5.0"
"761-49-0439","B","Ismailia","Member","Female","Electronic accessories","12.10","8","1/19/2019","10:17","eWallet","96.80","4.8400","8.6"
"764-44-8999","B","Ismailia","Normal","Female","Health and beauty","14.76","2","2/18/2019","14:42","eWallet","29.52","1.4760","4.3"
"765-26-6951","A","Cairo","Normal","Male","Sports and travel","72.61","6","1/1/2019","10:39","Credit card","435.66","21.7830","6.9"
"766-85-7061","B","Ismailia","Normal","Male","Health and beauty","87.87","10","3/29/2019","10:25","eWallet","878.70","43.9350","5.1"
"767-05-1286","C","Alexandria","Member","Female","Home and lifestyle","83.77","6","1/23/2019","12:10","eWallet","502.62","25.1310","5.4"
"767-54-1907","B","Ismailia","Member","Female","Fashion accessories","29.56","5","2/13/2019","16:59","Cash","147.80","7.3900","6.9"
"767-97-4650","B","Ismailia","Member","Female","Sports and travel","64.83","2","1/8/2019","11:59","Credit card","129.66","6.4830","8.0"
"770-42-8960","B","Ismailia","Normal","Male","Food and beverages","21.12","8","1/1/2019","19:31","Cash","168.96","8.4480","6.3"
"775-72-1988","B","Ismailia","Normal","Male","Home and lifestyle","73.28","5","1/24/2019","15:05","eWallet","366.40","18.3200","8.4"
"776-68-1096","B","Ismailia","Normal","Male","Home and lifestyle","44.12","3","3/18/2019","13:45","Credit card","132.36","6.6180","7.9"
"777-67-2495","B","Ismailia","Normal","Male","Home and lifestyle","68.97","3","2/22/2019","11:26","eWallet","206.91","10.3455","8.7"
"777-82-7220","B","Ismailia","Member","Male","Home and lifestyle","30.12","8","3/3/2019","13:01","Cash","240.96","12.0480","7.7"
"778-34-2523","A","Cairo","Member","Female","Electronic accessories","48.62","8","1/24/2019","10:57","Cash","388.96","19.4480","5.0"
"778-71-5554","C","Alexandria","Member","Male","Fashion accessories","15.43","1","1/25/2019","15:46","Credit card","15.43","0.7715","6.1"
"778-89-7974","C","Alexandria","Normal","Male","Health and beauty","70.21","6","3/30/2019","14:58","Cash","421.26","21.0630","7.4"
"779-06-0012","C","Alexandria","Member","Female","Home and lifestyle","88.61","1","1/19/2019","10:21","Cash","88.61","4.4305","7.7"
"779-42-2410","B","Ismailia","Member","Male","Food and beverages","57.74","3","2/20/2019","13:06","eWallet","173.22","8.6610","7.7"
"781-84-8059","C","Alexandria","Normal","Male","Fashion accessories","60.74","7","1/18/2019","16:23","eWallet","425.18","21.2590","5.0"
"782-95-9291","A","Cairo","Member","Male","Food and beverages","92.29","5","2/20/2019","15:55","Credit card","461.45","23.0725","9.0"
"783-09-1637","B","Ismailia","Normal","Female","Sports and travel","67.43","5","3/6/2019","18:13","eWallet","337.15","16.8575","6.3"
"784-08-0310","C","Alexandria","Member","Female","Food and beverages","21.04","4","1/13/2019","13:58","Cash","84.16","4.2080","7.6"
